time,topic,body
2025-05-02 13:51:39.500068+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:51:40.000Z"", ""TemperatureC_1"": ""-33.020"", ""TemperatureC_2"": ""1.150"", ""VibrationTemperatureC_1"": ""-39.980"", ""VibrationTemperatureC_2"": ""1.150"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.000"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.080"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.720"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.510"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.810"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.920""}"
2025-05-02 13:52:10.110559+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:52:10.000Z"", ""DiscreteStatus"": 0}"
2025-05-02 13:52:37.285581+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""Concentration"": 0.34442076086997986, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:52:37.33084+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:52:37.350356+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""FrequencyRpm"": 74.46293640136719}"
2025-05-02 13:52:37.354223+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""Concentration"": 0.005166966933757067, ""CasRegistryNumber"": 74986}"
2025-05-02 13:52:37.35795+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""PressureAt"": ""0.6820269919""}"
2025-05-02 13:52:37.360699+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 4.405259609222412, ""StartDate"": ""2025-05-02T13:52:40.000Z""}"
2025-05-02 13:52:37.364331+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": ""31.120"", ""VibrationTemperatureC"": ""-35.790"", ""XVibrationVelocityRmsMPerS"": ""0.01326"", ""YVibrationVelocityRmsMPerS"": ""0.09613"", ""ZVibrationVelocityRmsMPerS"": ""0.04833""}"
2025-05-02 13:52:37.368037+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 34.44207763671875, ""StartDate"": ""2025-05-02T13:52:40.000Z""}"
2025-05-02 13:52:37.371772+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": ""25.120"", ""VibrationTemperatureC"": ""-29.380"", ""XVibrationDisplacementRmsM"": ""0.00013260"", ""YVibrationDisplacementRmsM"": ""0.00096130"", ""ZVibrationDisplacementRmsM"": ""0.00048330""}"
2025-05-02 13:52:37.376054+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""PressureAt"": ""0.2501567814"", ""TemperatureC"": ""-12.440""}"
2025-05-02 13:52:37.380332+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": ""-10.060""}"
2025-05-02 13:52:37.384801+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC_1"": ""31.120"", ""TemperatureC_2"": ""25.120"", ""VibrationTemperatureC_1"": ""-35.790"", ""VibrationTemperatureC_2"": ""17.840"", ""XVibrationDisplacementRmsM_1"": ""0.00001600"", ""XVibrationDisplacementRmsM_2"": ""0.00002480"", ""YVibrationDisplacementRmsM_1"": ""0.00058690"", ""YVibrationDisplacementRmsM_2"": ""0.00037410"", ""ZVibrationDisplacementRmsM_1"": ""0.00091150"", ""ZVibrationDisplacementRmsM_2"": ""0.00083920""}"
2025-05-02 13:52:37.388055+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": ""-38.010"", ""VibrationTemperatureC"": ""-12.440"", ""XVibrationAccelerationRmsMPerS2"": ""0.130"", ""YVibrationAccelerationRmsMPerS2"": ""0.960"", ""ZVibrationAccelerationRmsMPerS2"": ""0.480""}"
2025-05-02 13:52:37.391657+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.002591955242678523, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:52:40.000Z""}"
2025-05-02 13:52:37.394461+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""StateChangedCounter"": 1033}"
2025-05-02 13:52:37.397396+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": ""-38.010""}"
2025-05-02 13:52:37.401438+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC"": [""-38.710"", ""-29.380"", ""6.950"", ""36.900""]}"
2025-05-02 13:52:37.4096+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 1.6090822219848633, ""CurrentB"": 58.69649887084961, ""CurrentC"": 48.33898162841797, ""StartDate"": ""2025-05-02T13:52:40.000Z""}"
2025-05-02 13:52:37.413121+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC_1"": ""31.120"", ""TemperatureC_2"": ""17.840"", ""VibrationTemperatureC_1"": ""-35.790"", ""VibrationTemperatureC_2"": ""17.840"", ""XVibrationVelocityRmsMPerS_1"": ""0.00160"", ""XVibrationVelocityRmsMPerS_2"": ""0.00248"", ""YVibrationVelocityRmsMPerS_1"": ""0.05869"", ""YVibrationVelocityRmsMPerS_2"": ""0.03741"", ""ZVibrationVelocityRmsMPerS_1"": ""0.09115"", ""ZVibrationVelocityRmsMPerS_2"": ""0.08392""}"
2025-05-02 13:52:37.41709+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""Concentration"": 0.000005231869636190822, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:52:37.433873+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:52:40.000Z"", ""TemperatureC_1"": ""-38.010"", ""TemperatureC_2"": ""-10.060"", ""VibrationTemperatureC_1"": ""-38.710"", ""VibrationTemperatureC_2"": ""-10.060"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.010"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.020"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.580"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.370"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.910"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.830""}"
2025-05-02 13:53:08.052136+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:53:10.000Z"", ""DiscreteStatus"": 0}"
2025-05-02 13:53:38.165719+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""Concentration"": 0.48338982462882996, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:53:38.20534+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:53:38.234938+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""FrequencyRpm"": 0.8279220461845398}"
2025-05-02 13:53:38.238697+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""Concentration"": 0.007251364178955555, ""CasRegistryNumber"": 74986}"
2025-05-02 13:53:38.242238+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""PressureAt"": ""0.9654367190""}"
2025-05-02 13:53:38.246189+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 6.1423726081848145, ""StartDate"": ""2025-05-02T13:53:40.000Z""}"
2025-05-02 13:53:38.249955+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": ""22.860"", ""VibrationTemperatureC"": ""-39.350"", ""XVibrationVelocityRmsMPerS"": ""0.00525"", ""YVibrationVelocityRmsMPerS"": ""0.08890"", ""ZVibrationVelocityRmsMPerS"": ""0.06236""}"
2025-05-02 13:53:38.2553+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 48.33898162841797, ""StartDate"": ""2025-05-02T13:53:40.000Z""}"
2025-05-02 13:53:38.25825+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": ""32.820"", ""VibrationTemperatureC"": ""-35.790"", ""XVibrationDisplacementRmsM"": ""0.00005250"", ""YVibrationDisplacementRmsM"": ""0.00088900"", ""ZVibrationDisplacementRmsM"": ""0.00062360""}"
2025-05-02 13:53:38.261346+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""PressureAt"": ""0.0866962724"", ""TemperatureC"": ""-1.320""}"
2025-05-02 13:53:38.265136+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": ""-20.480""}"
2025-05-02 13:53:38.268618+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC_1"": ""22.860"", ""TemperatureC_2"": ""32.820"", ""VibrationTemperatureC_1"": ""-39.350"", ""VibrationTemperatureC_2"": ""7.130"", ""XVibrationDisplacementRmsM_1"": ""0.00007050"", ""XVibrationDisplacementRmsM_2"": ""0.00000020"", ""YVibrationDisplacementRmsM_1"": ""0.00044590"", ""YVibrationDisplacementRmsM_2"": ""0.00024390"", ""ZVibrationDisplacementRmsM_1"": ""0.00097440"", ""ZVibrationDisplacementRmsM_2"": ""0.00072300""}"
2025-05-02 13:53:38.272436+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": ""-39.970"", ""VibrationTemperatureC"": ""-1.320"", ""XVibrationAccelerationRmsMPerS2"": ""0.050"", ""YVibrationAccelerationRmsMPerS2"": ""0.880"", ""ZVibrationAccelerationRmsMPerS2"": ""0.620""}"
2025-05-02 13:53:38.276245+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.2011352777481079, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:53:40.000Z""}"
2025-05-02 13:53:38.279941+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""StateChangedCounter"": 1450}"
2025-05-02 13:53:38.28324+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": ""-39.970""}"
2025-05-02 13:53:38.286822+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC"": [""-34.350"", ""-35.790"", ""-4.320"", ""31.120""]}"
2025-05-02 13:53:38.290624+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 7.052221775054932, ""CurrentB"": 44.592288970947266, ""CurrentC"": 62.36820602416992, ""StartDate"": ""2025-05-02T13:53:40.000Z""}"
2025-05-02 14:02:40.218864+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 12.14525318145752, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T14:02:40.000Z""}"
2025-05-02 13:53:38.294043+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC_1"": ""22.860"", ""TemperatureC_2"": ""7.130"", ""VibrationTemperatureC_1"": ""-39.350"", ""VibrationTemperatureC_2"": ""7.130"", ""XVibrationVelocityRmsMPerS_1"": ""0.00705"", ""XVibrationVelocityRmsMPerS_2"": ""0.00002"", ""YVibrationVelocityRmsMPerS_1"": ""0.04459"", ""YVibrationVelocityRmsMPerS_2"": ""0.02439"", ""ZVibrationVelocityRmsMPerS_1"": ""0.09744"", ""ZVibrationVelocityRmsMPerS_2"": ""0.07230""}"
2025-05-02 13:53:38.297794+03,Auton_json/A205/0008/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""Concentration"": 0.000007302508493012283, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:53:38.301549+03,Auton_json/A605-20/1858/ProcessResult,"{""ClassId"": 22609, ""StartDate"": ""2025-05-02T13:53:40.000Z"", ""TemperatureC_1"": ""-39.970"", ""TemperatureC_2"": ""-20.480"", ""VibrationTemperatureC_1"": ""-34.350"", ""VibrationTemperatureC_2"": ""-20.480"", ""XVibrationAccelerationRmsMPerS2_1"": ""0.070"", ""XVibrationAccelerationRmsMPerS2_2"": ""0.000"", ""YVibrationAccelerationRmsMPerS2_1"": ""0.440"", ""YVibrationAccelerationRmsMPerS2_2"": ""0.240"", ""ZVibrationAccelerationRmsMPerS2_1"": ""0.970"", ""ZVibrationAccelerationRmsMPerS2_2"": ""0.720""}"
2025-05-02 13:54:08.912133+03,Auton_json/A555-10/1023/ProcessResult,"{""ClassId"": 22555, ""StartDate"": ""2025-05-02T13:54:10.000Z"", ""DiscreteStatus"": 0}"
2025-05-02 13:54:34.056034+03,Auton_json/A405/0123/ProcessResult,"{""Data"": {""base"": {""ClassId"": 405, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": null, ""StorePeriodMinutes"": 1, ""MeasureStorePeriodMinutes"": 65535, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": []}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:35.000Z""}"
2025-05-02 13:54:34.094201+03,Auton_json/A605-10/0791/ProcessResult,"{""Data"": {""base"": {""ClassId"": 606, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": null, ""EnabledChannels"": 36751, ""StorePeriodMinutes"": 1, ""MeasureStorePeriodMinutes"": 65535, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": []}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:35.000Z""}"
2025-05-02 13:54:34.119501+03,Auton_json/A205/0006/ProcessResult,"{""Data"": {""base"": {""ClassId"": 205, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SensorType"": 1, ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": null, ""SensorLowerLimit"": 0, ""SensorUpperLimit"": 0.029999999329447746, ""CasRegistryNumber"": 7783064, ""SensorSerialNumber"": 24045095, ""StorePeriodMinutes"": 1, ""SensorCalibrationDate"": ""2024-03-28T00:26:40.000Z"", ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": []}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:35.000Z""}"
2025-05-02 13:54:34.12299+03,Auton_json/A555-10/1022/ProcessResult,"{""Data"": {""base"": {""ClassId"": 52, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": 5, ""StorePeriodMinutes"": 1, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": []}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:35.000Z""}"
2025-05-02 13:54:37.203498+03,Auton_json/A405-10/0512/ProcessResult,"{""Data"": {""base"": {""ClassId"": 405, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": 1, ""StorePeriodMinutes"": 1, ""MeasureStorePeriodMinutes"": 65535, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": [{""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 13, ""UpperBound"": 13, ""ParameterKey"": 0}, {""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 15, ""UpperBound"": 15, ""ParameterKey"": 0}, {""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 13, ""UpperBound"": 13, ""ParameterKey"": 1}, {""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 15, ""UpperBound"": 15, ""ParameterKey"": 1}, {""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 13, ""UpperBound"": 13, ""ParameterKey"": 2}, {""Length"": 12, ""ClassId"": 4003, ""LowerBound"": 15, ""UpperBound"": 15, ""ParameterKey"": 2}]}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:38.000Z""}"
2025-05-02 13:54:37.228913+03,Auton_json/A605-20/1856/ProcessResult,"{""Data"": {""base"": {""ClassId"": 606, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": 30, ""EnabledChannels"": 36751, ""StorePeriodMinutes"": 1, ""MeasureStorePeriodMinutes"": 65535, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": [{""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 250, ""UpperBound"": 250, ""ParameterKey"": 22}, {""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 500, ""UpperBound"": 500, ""ParameterKey"": 32}, {""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 250, ""UpperBound"": 250, ""ParameterKey"": 23}, {""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 500, ""UpperBound"": 500, ""ParameterKey"": 33}, {""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 250, ""UpperBound"": 250, ""ParameterKey"": 24}, {""Length"": 9, ""ClassId"": 4003, ""LowerBound"": 500, ""UpperBound"": 500, ""ParameterKey"": 34}]}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:38.000Z""}"
2025-05-02 13:54:37.23313+03,Auton_json/A845/0914/ProcessResult,"{""Data"": {""base"": {""ClassId"": 53, ""Options"": 0, ""Reserved"": 65535, ""LocationId"": ""0"", ""SubLocation"": 0, ""LocationName"": """", ""CheckPeriodSec"": null, ""StorePeriodMinutes"": 1, ""LocalReplicationPeriodSec1"": 65535, ""RemoteReplicationDelayMinutes1"": 0, ""RemoteReplicationPeriodMinutes"": 0}, ""OperationSettings"": []}, ""ClassId"": 19008, ""StartDate"": ""2025-05-02T13:54:38.000Z""}"
2025-05-02 13:54:39.022996+03,Auton_json/A205/0006/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""Concentration"": 0.6236820220947266, ""CasRegistryNumber"": 7783064}"
2025-05-02 13:54:39.049214+03,Auton_json/A555-10/1022/ProcessResult,"{""ClassId"": 22556, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""DiscreteStatus"": 1}"
2025-05-02 13:54:39.053515+03,Auton_json/A555-10/1025/ProcessResult,"{""ClassId"": 22551, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""FrequencyRpm"": 46.61609649658203}"
2025-05-02 13:54:39.058108+03,Auton_json/A205/0010/ProcessResult,"{""ClassId"": 22205, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""Concentration"": 0.009355606511235237, ""CasRegistryNumber"": 74986}"
2025-05-02 13:54:39.062179+03,Auton_json/A835/0551/ProcessResult,"{""ClassId"": 22821, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""PressureAt"": ""1.2515588912""}"
2025-05-02 13:54:39.065855+03,Auton_json/A125/0326/ProcessResult,"{""ClassId"": 22125, ""Distance"": 7.896025657653809, ""StartDate"": ""2025-05-02T13:54:40.000Z""}"
2025-05-02 13:54:39.075198+03,Auton_json/A605-10/0791/ProcessResult,"{""ClassId"": 22558, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": ""12.780"", ""VibrationTemperatureC"": ""-39.780"", ""XVibrationVelocityRmsMPerS"": ""0.00080"", ""YVibrationVelocityRmsMPerS"": ""0.07857"", ""ZVibrationVelocityRmsMPerS"": ""0.07541""}"
2025-05-02 13:54:39.078672+03,Auton_json/A405/0123/ProcessResult,"{""ClassId"": 22405, ""Current"": 62.36820602416992, ""StartDate"": ""2025-05-02T13:54:40.000Z""}"
2025-05-02 13:54:39.082265+03,Auton_json/A605-10/0792/ProcessResult,"{""ClassId"": 22606, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": ""37.900"", ""VibrationTemperatureC"": ""-39.350"", ""XVibrationDisplacementRmsM"": ""0.00000800"", ""YVibrationDisplacementRmsM"": ""0.00078570"", ""ZVibrationDisplacementRmsM"": ""0.00075410""}"
2025-05-02 13:54:39.08593+03,Auton_json/A835/0553/ProcessResult,"{""ClassId"": 22822, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""PressureAt"": ""-0.0040482734"", ""TemperatureC"": ""9.890""}"
2025-05-02 13:54:39.08959+03,Auton_json/A845/0914/ProcessResult,"{""ClassId"": 22557, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": ""-29.260""}"
2025-05-02 13:54:39.108166+03,Auton_json/A605-20/1857/ProcessResult,"{""ClassId"": 22607, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC_1"": ""12.780"", ""TemperatureC_2"": ""37.900"", ""VibrationTemperatureC_1"": ""-39.780"", ""VibrationTemperatureC_2"": ""-4.150"", ""XVibrationDisplacementRmsM_1"": ""0.00015910"", ""XVibrationDisplacementRmsM_2"": ""0.00001550"", ""YVibrationDisplacementRmsM_1"": ""0.00030910"", ""YVibrationDisplacementRmsM_2"": ""0.00013410"", ""ZVibrationDisplacementRmsM_1"": ""0.00099960"", ""ZVibrationDisplacementRmsM_2"": ""0.00058910""}"
2025-05-02 13:54:39.111428+03,Auton_json/A605-10/0793/ProcessResult,"{""ClassId"": 22608, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": ""-38.750"", ""VibrationTemperatureC"": ""9.890"", ""XVibrationAccelerationRmsMPerS2"": ""0.000"", ""YVibrationAccelerationRmsMPerS2"": ""0.780"", ""ZVibrationAccelerationRmsMPerS2"": ""0.750""}"
2025-05-02 13:54:39.133661+03,Auton_json/A125-10/0327/ProcessResult,"{""Level"": 0.8815277218818665, ""ClassId"": 22126, ""StartDate"": ""2025-05-02T13:54:40.000Z""}"
2025-05-02 13:54:39.137837+03,Auton_json/A555-10/1024/ProcessResult,"{""ClassId"": 22550, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""StateChangedCounter"": 1871}"
2025-05-02 13:54:39.142373+03,Auton_json/A835/0552/ProcessResult,"{""ClassId"": 22820, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": ""-38.750""}"
2025-05-02 13:54:39.145594+03,Auton_json/A855-50/0915/ProcessResult,"{""ClassId"": 22800, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC"": [""-27.260"", ""-39.350"", ""-15.260"", ""22.860""]}"
2025-05-02 13:54:39.159838+03,Auton_json/A405-10/0512/ProcessResult,"{""ClassId"": 22406, ""CurrentA"": 15.916556358337402, ""CurrentB"": 30.918851852416992, ""CurrentC"": 75.41217803955078, ""StartDate"": ""2025-05-02T13:54:40.000Z""}"
2025-05-02 13:54:39.164117+03,Auton_json/A605-20/1856/ProcessResult,"{""ClassId"": 22559, ""StartDate"": ""2025-05-02T13:54:40.000Z"", ""TemperatureC_1"": ""12.780"", ""TemperatureC_2"": ""-4.150"", ""VibrationTemperatureC_1"": ""-39.780"", ""VibrationTemperatureC_2"": ""-4.150"", ""XVibrationVelocityRmsMPerS_1"": ""0.01591"", ""XVibrationVelocityRmsMPerS_2"": ""0.00155"", ""YVibrationVelocityRmsMPerS_1"": ""0.03091"", ""YVibrationVelocityRmsMPerS_2"": ""0.01341"", ""ZVibrationVelocityRmsMPerS_1"": ""0.09996"", ""ZVibrationVelocityRmsMPerS_2"": ""0.05891""}"
